announcement_type,date_of_issue_of_auction_notice,name_of_corporate_debtor,cin_no.,name_of_insolvency_professional,date_of_auction,reserve_price,last_date_of_submission,days_until_submission
Issue of Auction Notice,,LANCO SOLAR PRIVATE LIMITED,U74900TG2008PTC060157,Mr. Huzefa Fakhri Sitabkhan,2022-02-16,18000.0,2022-02-14,-1240
Issue of Auction Notice,,LANCO SOLAR PRIVATE LIMITED,U74900TG2008PTC060157,Mr. Huzefa Fakhri Sitabkhan,2022-02-16,82500.0,2022-02-14,-1240
Issue of Auction Notice,,ATHENA CHHATTISGARH POWER LIMITED,U31908TG2007PLC058993,Mr. Kumar Rajan,2022-02-21,8218100000.0,2022-02-18,-1236
Issue of Auction Notice,,I.C.S.A. (INDIA) LIMITED,L72200AP1994PLC016969,Mr. Nethi Mallikarjuna Setty,2022-02-07,10000000.0,2022-01-31,-1254
Issue of Auction Notice,,I.C.S.A. (INDIA) LIMITED,L72200AP1994PLC016969,Mr. Nethi Mallikarjuna Setty,2022-02-07,300000.0,2022-01-31,-1254
Issue of Auction Notice,,SARGAM BUILDERS PVT LTD,U45201KL1997PTC011565,Mr. Jasin Jose,2022-02-28,60286500.0,2022-02-25,-1229
Issue of Auction Notice,,Euro Ceramics Limited,L26914MH2002PLC135548,Mr. Nirav Anupam Tarkas,2022-02-01,2500000000.0,2022-01-29,-1256
Corrigendum,,TITANIUM TANTALUM PRODUCTS LIMITED,U31900TN1980PLC008398,Mr. Krishnasamy Vasudevan,2022-02-14,57724000.0,2022-02-08,-1246
Issue of Auction Notice,,Gajanan Oil Pvt Ltd,U15142MH2015PTC270812,Mr. Anuj Bajpai,2022-02-02,67500000.0,2022-02-01,-1253
Corrigendum,,VASMO AGRO NUTRI PRODUCT PRIVATE LIMITED,U15400TN2010PTC076230,Ms. Subramaniam Aneetha,2022-01-31,120000000.0,2022-01-29,-1256
Issue of Auction Notice,,Swiss Ribbons Private Limited,U17119GJ2003PTC042006,Mr. George Samuel,2022-02-16,102076000.0,2022-02-12,-1242
Issue of Auction Notice,,CHURAKULAM TEA ESTATE PRIVATE LIMITED,U01132KL1946PTC000251,Mr. Jasin Jose,2022-02-11,375660000.0,2022-02-08,-1246
Addendum,,EAST COAST ENERGY PRIVATE LIMITED,U40105TG2007PTC058753,Mr. Devendra Prasad,2022-03-03,310000000.0,2022-02-10,-1244
Issue of Auction Notice,,FALCON TYRES LIMITED,L25114KA1973PLC002455,Mr. Shivadutt Bannanje,2022-02-10,1175000000.0,2022-02-09,-1245
Issue of Auction Notice,,Mrunmaha Agro Foods Private Limited,U15139PN2010PTC135918,Mr. Fanendra Harakchand Munot,2022-02-05,25000000.0,2022-02-01,-1253
Issue of Auction Notice,,FE (India) Limited,L74899DL1994PLC061447,Mr. Nilesh Sharma,2022-02-01,65068.0,2022-01-31,-1254
Issue of Auction Notice,,TITANIUM TANTALUM PRODUCTS LIMITED,U31900TN1980PLC008398,Mr. Krishnasamy Vasudevan,2022-02-13,57724000.0,2022-02-08,-1246
Issue of Auction Notice,,RIGHT ENGINEERS & EQUIPMENT INDIA PRIVATE LIMITED,U29253KA2008PTC046899,Mr. Addanki Haresh,2022-02-22,120700000.0,2022-02-15,-1239
Issue of Auction Notice,,NEUROMED IMAGING CENTRE PRIVATE LIMITED.,U67120GJ1996PTC030017,Mr. Umesh Harjivandas Ved,2022-02-05,3993000.0,2022-02-02,-1252
Issue of Auction Notice,,Sembmarine Kakinada Limited,U74900AP2009PLC104176,Mr. Vedagiri Venkata Krsihnamurthy,2022-01-28,1917217391.0,2022-01-25,-1260
Issue of Auction Notice,,TIRUPATI INKS LIMITED,L67120DL1984PLC017904,Mr. Lekhraj Bajaj,2022-02-24,0.0,2022-02-24,-1230
Issue of Auction Notice,,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2022-02-15,15622000.0,2022-02-15,-1239
Issue of Auction Notice,,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2022-02-15,75951000.0,2022-02-15,-1239
Issue of Auction Notice,,MEENA JEWELLERS EXCLUSIVE  PRIVATE LIMITED,U28121TG2009PTC065854,Mr. Kambhammettu Sri Vamsi,2022-02-05,116853000.0,2022-02-03,-1251
Issue of Auction Notice,,Kaliber Associates Private Limited,U74140DL2003PTC118931,Mr. Mohan Lal Jain,2022-02-14,17769500.0,2022-02-11,-1243
Issue of Auction Notice,,JVL Agro Industries Limited,L15140UP1989PLC011396,Mr. Supriyo Kumar Chaudhuri,2022-02-28,2981800000.0,2022-02-25,-1229
Issue of Auction Notice,,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-02-04,7000000.0,2022-02-01,-1253
Issue of Auction Notice,,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-02-04,2460000.0,2022-02-01,-1253
Issue of Auction Notice,,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-02-04,4540000.0,2022-02-01,-1253
Issue of Auction Notice,,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-02-04,2625000.0,2022-02-01,-1253
Corrigendum,,V.A.M. RESORTS AND HOTELS PRIVATE LIMITED,U55101UP1998PTC024082,Mr. Ashish Singh,2022-02-04,75000.0,2022-02-03,-1251
Issue of Auction Notice,,PERFECT INTERNATIONAL FABRICATORS PRIVATE LIMITED,U74992TN2006PTC061625,Ms. Sripriya Kumar,2022-02-09,69616595.0,2022-02-03,-1251
Issue of Auction Notice,,PERFECT INTERNATIONAL FABRICATORS PRIVATE LIMITED,U74992TN2006PTC061625,Ms. Sripriya Kumar,2022-02-09,69616595.0,2022-02-03,-1251
Issue of Auction Notice,,K.S. Oils Limited,L15141MP1985PLC003171,Mr. Kuldeep Verma,2022-02-21,3258873533.0,2022-02-14,-1240
Issue of Auction Notice,,Pratibha Industries Ltd,L45200MH1995PLC090760,Mr. Anil Mehta,2022-02-15,2484000000.0,2022-02-11,-1243
Issue of Auction Notice,,BHUVEE STENOVATE PRIVATE LIMITED,U27100WB2007PTC120297,Mr. Kannan Tiruvengadam,2022-02-26,2277950549.09,2022-02-21,-1233
Issue of Auction Notice,,EAST COAST ENERGY PRIVATE LIMITED,U40105TG2007PTC058753,Mr. Devendra Prasad,2022-02-15,310000000.0,2022-02-08,-1246
Issue of Auction Notice,,Madhusala Drinks Private Limited,U15520WB1991PTC052155,Mr. Jitendra Lohia,2022-02-11,7713500.0,2022-02-07,-1247
Issue of Auction Notice,,Gujarat NRE Coke Limited,L51909WB1986PLC040098,Mr. Sumit Binani,2022-02-02,14104595.0,2022-02-01,-1253
Issue of Auction Notice,,Ind-Barath Power Gencom Limited,U40109TG2005PLC046960,Mr. Chillale Rajesh,2022-02-18,1073500000.0,2022-02-15,-1239
Issue of Auction Notice,,PRITHVI MULTIPURPOSE COLD STORAGE PRIVATE LIMITED,U63022RJ2006PTC022885,Mr. Kamal Kumar Jain,2022-02-04,29000000.0,2022-02-02,-1252
Issue of Auction Notice,,Sixth Dimension Project Solutions Limited,U74900MH1998PLC116838,Mr. Santanu T Ray,2022-01-31,118426050.0,2022-01-25,-1260
Corrigendum,,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-27,600000000.0,2022-01-25,-1260
Corrigendum,,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-27,534500000.0,2022-01-25,-1260
Corrigendum,,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-27,347300000.0,2022-01-25,-1260
Corrigendum,,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-27,187200000.0,2022-01-25,-1260
Issue of Auction Notice,,M/s MARGRA INDUSTRIES LIMITED,U36999DL1979PLC009497,Mr. Paramjeet Singh Bhatia,2022-02-08,50000.0,2022-02-05,-1249
Issue of Auction Notice,,Royal Wood Pvt. Ltd,U20212DL2008PTC183837,Mr. Prawincharan Prafulcharan Dwary,2022-01-29,0.0,2022-01-27,-1258
Issue of Auction Notice,,Tag Offshore Limited,U63090MH2003PLC139657,Mr. Sudip Bhattacharya,2022-02-09,139099685.0,2022-02-07,-1247
Issue of Auction Notice,,Sai Regency Power Corporation Services Private Limited,U40105TN2002PTC055046,Mr. G Ramachandran,2022-02-14,289000000.0,2022-01-25,-1260
Issue of Auction Notice,,FE (India) Limited,L74899DL1994PLC061447,Mr. Nilesh Sharma,2022-01-24,70232.0,2022-01-22,-1263
Issue of Auction Notice,,VASMO AGRO NUTRI PRODUCT PRIVATE LIMITED,U15400TN2010PTC076230,Ms. Subramaniam Aneetha,2022-01-31,120000000.0,2022-01-29,-1256
Issue of Auction Notice,,Stride Autoparts Limited,U34300DL2010PLC210810,Mr. Pankaj Khetan,2022-02-03,492500000.0,2022-02-01,-1253
Issue of Auction Notice,,Shirpur Power Private Limited,U40100GJ2005PTC094304,Mr. Dushyant C Dave,2022-02-10,3309315548.0,2022-02-09,-1245
Issue of Auction Notice,,SRK FOOD PRODUCTS PRIVATE LIMITED,U15122TG2011PTC075321,Mr. Shaik Gouse,2022-02-24,9000000.0,2022-02-21,-1233
Issue of Auction Notice,,Lotus Shopping Centres Private Limited,U45209KA2007PTC044541,Mr. Sanjay Kumar Mishra,2022-02-08,1340000000.0,2022-02-04,-1250
Issue of Auction Notice,,V.A.M. RESORTS AND HOTELS PRIVATE LIMITED,U55101UP1998PTC024082,Mr. Ashish Singh,2022-02-04,10829016.0,2022-02-03,-1251
Issue of Auction Notice,,MATRIX METAL TRADERS PRIVATE LIMITED,U51102TN1995PTC031560,Mr. Ebenezar Inbaraj,2022-02-18,15000000.0,2022-02-16,-1238
Issue of Auction Notice,,Siddhi Vinayak Logistic Limited,U63090GJ2002PLC040982,Mr. Dushyant C Dave,2022-01-21,37610005.0,2022-01-21,-1264
Issue of Auction Notice,,AMRIT FEEDS LTD,U15339WB1994PLC064082,Mr. Sunil Mohan Acharya,2022-02-09,323700000.0,2022-02-07,-1247
Issue of Auction Notice,,Sembmarine Kakinada Limited,U74900AP2009PLC104176,Mr. Vedagiri Venkata Krsihnamurthy,2022-01-20,2130241546.0,2022-01-18,-1267
Issue of Auction Notice,,ZENITH COMPUTERS LIMITED,L72900MH1980PLC022652,Mr. Chetan T. Shah,2022-01-27,250000.0,2022-01-24,-1261
Issue of Auction Notice,,EMI Transmission Limited,U28100MH1973PLC016533,Mr. Shailesh Bhalchandran Desai,2022-01-19,180000000.0,2022-01-19,-1266
Issue of Auction Notice,,EMI Transmission Limited,U28100MH1973PLC016533,Mr. Shailesh Bhalchandran Desai,2022-01-21,270000000.0,2022-01-20,-1265
Issue of Auction Notice,,Kishori Lal Sudesh Kumar Metals Private Limited,U27107RJ1991PTC006195,Mr. Hansraj Mutreja,2022-01-31,17600000.0,2022-01-28,-1257
Issue of Auction Notice,,LANCO VIDARBHA THERMAL POWER LIMITED,U40100TG2005PLC045445,Mr. Vijay Kumar Garg,2022-02-24,1794247400.0,2022-02-21,-1233
Issue of Auction Notice,,KALISMA STEEL PRIVATE LIMITED,U52100MH2011PTC222943,Mr. Jagdish Ratanlal Ahuja,2022-02-01,154563000.0,2022-01-29,-1256
Issue of Auction Notice,,New Win Win Feeds Private Limited,U01403WB2012PTC179334,Mr. Kanchan Dutta,2022-01-31,25611761.0,2022-01-27,-1258
Issue of Auction Notice,,Simhapuri Energy Limited,U40101TG2005PLC048264,Dr Govindarajula Venkata Narasimha Rao,2022-01-15,4500000000.0,2022-01-15,-1270
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,348800000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,1177300000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,1518400000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,1518400000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,1518400000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,866500000.0,2022-01-31,-1254
Issue of Auction Notice,,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-02-01,321500000.0,2022-01-31,-1254
Issue of Auction Notice,,Vascular Therapeutics India Private Limited,U33110MH2002PTC135060,Mr. Mahesh Sureka,2022-01-25,521000.0,2022-01-22,-1263
Addendum,,SERVALAKSHMI PAPER LIMITED,L21012TN2005PLC092783,Mr. S.Dhanapal,2022-01-31,1700000000.0,2022-01-28,-1257
Issue of Auction Notice,,Noslar International Limited,U51909DL1997PLC148248,Mr. Sajeve Bhushan Deora,2022-02-04,72694180.0,2022-02-01,-1253
Issue of Auction Notice,,TECHNO FAB MANUFACTURING LIMITED,U31909WB1995PLC069550,Mr. Hrisikesh Dasgupta,2022-01-31,28000000.0,2022-01-28,-1257
Issue of Auction Notice,,Smilecare Multi Specialty Hospitals India Private Limited,U85110AP2013PTC089586,Mr. Rachamallu Ramachandrareddy,2022-01-27,15000000.0,2022-01-22,-1263
Issue of Auction Notice,,TRIPURARI AGRO PRIVATE LIMITED,U15400PB2013PTC037538,Mr. Rajesh Kumar Loomba,2022-01-31,7300000.0,2022-01-29,-1256
Issue of Auction Notice,,DHAVAL PRATAPSINH MOHITEPATIL AGRO INDUSTRIES LIMITED,U01111PN2007PLC130850,Mr. Dharit Kishorbhai Shah,2022-01-25,154210020.0,2022-01-25,-1260
Issue of Auction Notice,2022-12-01,VARIA ALUMINIUM PRIVATE LIMITED,U28112GJ2010PTC059666,Mr. Ramchandra Dallaram Choudhary,2022-01-19,403560.0,2022-01-18,-1267
Issue of Auction Notice,2022-12-01,VARIA ALUMINIUM PRIVATE LIMITED,U28112GJ2010PTC059666,Mr. Ramchandra Dallaram Choudhary,2022-01-19,61650.0,2022-01-18,-1267
Issue of Auction Notice,2022-12-01,M/S. BETA INFRATECH PVT LTD,U45200DL2008PTC173874,Mr. Sivanagaraja Taduvai,2022-01-27,2800000000.0,2022-01-25,-1260
Issue of Auction Notice,2022-12-01,METRO MANAGEMENT SERVICES PRIVATE LIMITED,U74140DL1998PTC092837,Ashok Arora,2022-02-09,9625000.0,2022-02-02,-1252
Issue of Auction Notice,2022-12-01,LML Limited,L34101UP1972PLC003612,Mr. Arun Gupta,2022-01-21,101000.0,2022-01-20,-1265
Issue of Auction Notice,2022-11-01,SRI GANGADHARA STEELS LIMITED,U27106TG1997PLC026861,Mrs. Kalpana G,2022-01-12,146200000.0,2022-01-10,-1275
Issue of Auction Notice,2022-11-01,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-01-19,2916000.0,2022-01-17,-1268
Issue of Auction Notice,2022-11-01,Modern India Concast Limited,U27106WB1987PLC042166,Mr. Sanjai Kumar Gupta,2022-01-19,7762500.0,2022-01-17,-1268
Issue of Auction Notice,2022-11-01,WINSOME DIAMONDS AND JEWELLERY LIMITED,L36910GJ1985PLC015915,Mr. Amit Gupta,2022-01-28,25596000.0,2022-01-18,-1267
Issue of Auction Notice,2022-11-01,Sembmarine Kakinada Limited,U74900AP2009PLC104176,Mr. Vedagiri Venkata Krsihnamurthy,2022-01-12,2366935052.0,2022-01-11,-1274
Issue of Auction Notice,2022-10-01,SIVA INDUSTRIES AND HOLDINGS LIMITED,U01134TN1994PLC026861,Mr. Ayyamplalayam Venkatesan Arun,2022-02-10,4728000.0,2022-02-07,-1247
Issue of Auction Notice,2022-10-01,Simhapuri Energy Limited,U40101TG2005PLC048264,Dr Govindarajula Venkata Narasimha Rao,2022-01-11,5000000000.0,2022-01-10,-1275
Issue of Auction Notice,2022-08-01,Synergy Fabrics Private Limited,U17110MH2004PTC147712,Asha Manajit Ghoshal,2022-01-19,870187.0,2022-01-18,-1267
Issue of Auction Notice,2022-08-01,Oasis Tradelink Limited,L51909GJ1996PLC031163,Mr. Ramchandra Dallaram Choudhary,2022-01-15,2150000.0,2022-01-14,-1271
Issue of Auction Notice,2022-08-01,FNL AAC Block Private Limited,U26931GJ2013PTC073245,Ms. Vineeta Maheshwari,2022-01-12,65456368.0,2022-01-11,-1274
Issue of Auction Notice,2022-08-01,BRG IRON & STEEL CO. PRIVATE LIMITED,U27101WB2002PTC095499,Mr. Kannan Tiruvengadam,2022-02-02,191810842.04,2022-01-28,-1257
Issue of Auction Notice,2022-08-01,ANNIES APPAREL PVT LTD,U51311DL1993PTC051933,Mr. Rajiv Bajaj,2022-01-24,71559406.0,2022-01-21,-1264
Issue of Auction Notice,2022-07-01,Hindustan Paper Corporation Limited,U74899DL1970GOI005301,Mr. Kuldeep Verma,2022-02-07,5309700000.0,2022-02-02,-1252
Issue of Auction Notice,2022-07-01,SHREE GAJAPATI PAINTS PRIVATE LIMITED,U36912WB2013PTC198133,Mr. Rasik Singhania,2022-01-21,23708000.0,2022-01-19,-1266
Issue of Auction Notice,2022-07-01,SHREE GAJAPATI PAINTS PRIVATE LIMITED,U36912WB2013PTC198133,Mr. Rasik Singhania,2022-01-21,13251000.0,2022-01-19,-1266
Issue of Auction Notice,2022-07-01,KSS PETRON PRIVATE LIMITED,U45400MH2007PTC234297,Mr. Vineet K Chaudhary,2022-01-21,1510715.0,2022-01-11,-1274
Issue of Auction Notice,2022-07-01,Petron Engineering Construction Limited,L45202MH1976PLC019135,Mr. Vineet K Chaudhary,2022-01-21,13348046.0,2022-01-11,-1274
Issue of Auction Notice,2022-07-01,Petron Engineering Construction Limited,L45202MH1976PLC019135,Mr. Vineet K Chaudhary,2022-01-28,472476.0,2022-01-15,-1270
Issue of Auction Notice,2022-07-01,KSS PETRON PRIVATE LIMITED,U45400MH2007PTC234297,Mr. Vineet K Chaudhary,2022-01-28,5628450.0,2022-01-15,-1270
Issue of Auction Notice,2022-06-01,UM LOHIA TWO WHEELERS PRIVATE LIMITED,U50403DL2015PTC343634,Satya Prakash,2022-01-13,2615000.0,2022-01-12,-1273
Issue of Auction Notice,2022-06-01,Nicomet Industries Ltd,U27200MH1993PLC071450,Mr. Divyesh Desai,2022-02-01,22500000.0,2022-01-31,-1254
Issue of Auction Notice,2022-06-01,Nicomet Industries Ltd,U27200MH1993PLC071450,Mr. Divyesh Desai,2022-02-01,2250000.0,2022-01-31,-1254
Issue of Auction Notice,2022-06-01,Nicomet Industries Ltd,U27200MH1993PLC071450,Mr. Divyesh Desai,2022-02-01,2250000.0,2022-01-31,-1254
Issue of Auction Notice,2022-06-01,Maktel Control &amp;amp; Systems Pvt Ltd,U31900GJ2009PTC056575,Mr. Dharit Kishorbhai Shah,2022-01-21,151275000.0,2022-01-19,-1266
Issue of Auction Notice,2022-06-01,SAHYADRI AGRO INDUSTRIES AND FOODS PRIVATE LIMITED,U15490PN2013PTC146319,Mr. Ravi Bagri,2022-01-13,80000000.0,2022-01-12,-1273
Issue of Auction Notice,2022-05-01,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-20,655000000.0,2022-01-18,-1267
Issue of Auction Notice,2022-05-01,Pratibha Industries Ltd,L45200MH1995PLC090760,Mr. Anil Mehta,2022-02-10,2400000000.0,2022-02-07,-1247
Issue of Auction Notice,2022-05-01,Emerald Mineral Exim Pvt. Ltd.,U51920OR2004PTC007714,Mr. Pratim Bayal,2022-01-18,14200000.0,2022-01-17,-1268
Issue of Auction Notice,2022-05-01,S AND S INDUSTRIES AND ENTERPRISES LIMITED,U51103TN1990PLC019764,Mr. Mahalingam Suresh Kumar,2022-01-28,67050000.0,2022-01-26,-1259
Issue of Auction Notice,2022-05-01,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-20,582300000.0,2022-01-18,-1267
Issue of Auction Notice,2022-05-01,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-20,347300000.0,2022-01-18,-1267
Issue of Auction Notice,2022-05-01,RABIRUN VINIMAY PRIVATE LIMITED,U51109WB1995PTC068654,Mr. Kannan Tiruvengadam,2022-02-04,2588611217.87,2022-01-31,-1254
Issue of Auction Notice,2022-05-01,Doshion Water Solution Pvt Ltd,U41000MH2007PTC173486,Mr. Vikash Gautamchand Jain,2022-01-20,235000000.0,2022-01-18,-1267
Issue of Auction Notice,2022-05-01,Gajanan Oil Pvt Ltd,U15142MH2015PTC270812,Mr. Anuj Bajpai,2022-01-11,75000000.0,2022-01-10,-1275
Issue of Auction Notice,2022-05-01,Best Foods Limited,U55109CH2003PLC025876,Mr. Vikram Bajaj,2022-02-07,1304300000.0,2022-02-04,-1250
Issue of Auction Notice,2022-05-01,Best Foods Limited,U55109CH2003PLC025876,Mr. Vikram Bajaj,2022-02-07,70300000.0,2022-02-04,-1250
Issue of Auction Notice,2022-05-01,Bansal Refineries Private Limited,U15143WB1999PTC089211,Mr. Pinaki Sircar,2022-01-20,42200000.0,2022-01-20,-1265
Issue of Auction Notice,2022-05-01,Bansal Refineries Private Limited,U15143WB1999PTC089211,Mr. Pinaki Sircar,2022-01-20,25500000.0,2022-01-20,-1265
Issue of Auction Notice,2022-05-01,ALUPAN COMPOSITE PANELS PRIVATE LIMITED,U27203DL2003PTC123774,Mr. Ashok Kumar Dewan,2022-01-24,344986.0,2022-01-21,-1264
Issue of Auction Notice,2022-04-01,M N Horological Industries Private Limited,U33309TN2011PTC079981,Mr. Lingumgunta Venkata Shyam Sundar,2021-12-01,28200000.0,2021-11-29,-1317
Issue of Auction Notice,2022-04-01,M N Horological Industries Private Limited,U33309TN2011PTC079981,Mr. Lingumgunta Venkata Shyam Sundar,2021-12-01,2236125.0,2021-11-29,-1317
Issue of Auction Notice,2022-04-01,LAKSHMI SUBBAIAAH TEX PRIVATE LIMITED,U17122TN2008PTC069973,Mr. Prabhu S,2022-01-31,195100000.0,2022-01-28,-1257
Issue of Auction Notice,2022-04-01,DIVINE ALLOYS &amp; POWER CO LIMITED,U27102WB2004PLC099681,Mr. Rajesh Kumar Agrawal,2022-01-27,648000000.0,2022-01-25,-1260
Issue of Auction Notice,2022-04-01,Divine Vidyut Limited,U40102WB2007PLC118068,Mr. Rajesh Kumar Agrawal,2022-01-27,274000000.0,2022-01-25,-1260
Issue of Auction Notice,2022-04-01,KSS PETRON PRIVATE LIMITED,U45400MH2007PTC234297,Mr. Vineet K Chaudhary,2022-01-19,32195356.0,2022-01-14,-1271
Issue of Auction Notice,2022-04-01,KARUTURI GLOBAL LIMITED,L01122KA1994PLC016834,Mr. Pathukasahasram Raghunathan Raman,2022-01-12,129100000.0,2022-01-07,-1278
Issue of Auction Notice,2022-04-01,ANIL PRINTERS LIMITED,U22212MH1983PLC029081,Mr. Vishal Pawankumar Bidawatjika,2022-01-20,15840000.0,2022-01-18,-1267
Issue of Auction Notice,2022-03-01,K K MILK FRESH INDIA LIMITED,U01403UP2010PLC039300,Mr. Chanchal Dua,2022-02-04,350000000.0,2022-02-02,-1252
Issue of Auction Notice,2022-03-01,Loha Ispaat Limited,U27200MH1988PLC050107,Mr. Anil Goel,2022-01-20,354300000.0,2022-01-18,-1267
Issue of Auction Notice,2022-03-01,SHREE HANUMAN TEXFAB PRIVATE LIMITED,U17121MH2009PTC192331,Mr. Ganesh Venkata Siva Rama Krishna Remani,2022-01-21,48000000.0,2022-01-18,-1267
Issue of Auction Notice,2022-03-01,SHREE HANUMAN TEXFAB PRIVATE LIMITED,U17121MH2009PTC192331,Mr. Ganesh Venkata Siva Rama Krishna Remani,2022-01-21,132300000.0,2022-01-18,-1267
Corrigendum,2022-03-01,DHAVAL PRATAPSINH MOHITEPATIL AGRO INDUSTRIES LIMITED,U01111PN2007PLC130850,Mr. Dharit Kishorbhai Shah,2022-01-08,154210020.0,2022-01-06,-1279
Corrigendum,2022-02-01,EPC Constructions India Limited,U99999MH1989PLC053280,Mr. Abhijit Guhathakurta,2022-01-14,2803364800.0,2022-01-10,-1275
Corrigendum,2022-02-01,EPC Constructions India Limited,U99999MH1989PLC053280,Mr. Abhijit Guhathakurta,2022-01-14,1537200000.0,2022-01-10,-1275
Corrigendum,2022-02-01,EPC Constructions India Limited,U99999MH1989PLC053280,Mr. Abhijit Guhathakurta,2022-01-14,1376500000.0,2022-01-10,-1275
Corrigendum,2022-02-01,EPC Constructions India Limited,U99999MH1989PLC053280,Mr. Abhijit Guhathakurta,2022-01-14,712394000.0,2022-01-10,-1275
Issue of Auction Notice,2022-02-01,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2022-01-17,16273500.0,2022-01-17,-1268
Issue of Auction Notice,2022-02-01,UB ENGINEERING LIMITED,L32109MH1970PLC014509,Mr. Sanjeev Maheshwari,2022-01-17,83280000.0,2022-01-17,-1268
Issue of Auction Notice,2022-01-01,UM LOHIA TWO WHEELERS PRIVATE LIMITED,U50403DL2015PTC343634,Satya Prakash,2022-01-05,2904562.0,2022-01-04,-1281
Issue of Auction Notice,2022-01-01,Corporate Power Limited,U27106WB2006PLC150110,Mr. Pankaj Dhanuka,2022-02-11,7700000000.0,2022-02-07,-1247
Issue of Auction Notice,2022-01-01,Forever Entertainment Private Limited,U45202PN2005PTC020237,Mr. Jitendra Palande,2022-01-17,100000000.0,2022-01-14,-1271
Issue of Auction Notice,2022-01-01,Spice Infra Trading Private Limited,U51909MH2010PTC204878,Mr. Laxmikant Yeshwant Desai,2022-01-17,2763434.0,2022-01-10,-1275
Issue of Auction Notice,,SATKAR TERMINALS LIMITED,U63090DL2011PLC214836,Mr. Gyaneshwar Sahai,2022-01-11,752000.0,2022-01-09,-1276
Issue of Auction Notice,,FE (India) Limited,L74899DL1994PLC061447,Mr. Nilesh Sharma,2022-01-11,80331.0,2022-01-09,-1276
Issue of Auction Notice,,KSS PETRON PRIVATE LIMITED,U45400MH2007PTC234297,Mr. Vineet K Chaudhary,2022-01-20,4238530.0,2022-01-08,-1277
